This sheet brings together all the data and decides on the classification,,,,,,Min_class=,20,arcsec,Guard-band,5,arcsec,,,,,,,,,
name,validity flag,Comment,A,B,C,PA,RA centroid,Dec centroid,Class,ra_wise,dec_wise,ra_des,dec_des,MAG_AUTO,RA_desi,DEC_desi,photo_z,L_{888},ABS_MAG,flux
J205500.7-511030,4,fr2,56,78.1413,22.7704,80.90973,313.7492435,-51.17533698,FR2,313.7529831,-51.1749967,313.753165,-51.174881,21.0806,313.7531658,-51.17489106,0.7243275,6.4E+24,-22.21958434,0.000940767
J205504.5-621918,1,fr1,24.73863375,52.48252166,33.49494654,62.00901096,313.7616837,-62.32209099,FRx,313.7686933,-62.3218036,313.768534,-62.321825,22.0669,313.7685365,-62.32182902,0.90754926,0,0,0.017825914
J205512.3-601304,3,bt,24.4,44.91220251,30.15119466,66.71652522,313.8059084,-60.2190101,FRx,313.8012428,-60.2178152,313.80233,-60.217904,20.5675,313.8018133,-60.21791632,0.9027997,3.61E+25,-23.31894961,0.006315396
J205520.8-584421,1,djs,0,35.9698901,23.19988626,48.20620646,313.8359942,-58.73906196,SINGLE,313.8367121,-58.7390328,0,0,0,0,0,0,0,0,0.00715876
J205521.4-495135,4,djs,0,40.9278,21.8263,78.69006,313.8397349,-49.85904561,SINGLE,313.8392086,-49.8596617,313.839211,-49.859588,20.746,313.8392091,-49.85959126,0.39543998,8.84E+23,-20.9761119,0.000150238
J205526.5-580518,4,frx,24.8,52.3912,22.8003,107.132593,313.8610939,-58.08823191,FRx,313.8603219,-58.0882445,313.860256,-58.088187,18.9075,313.8602462,-58.08819287,0.2966292,5.54E+24,-22.08828138,0.019405446
J205530.4-620452,3,nice fr2,82,98.92574755,18.47623838,165.4858765,313.8759813,-62.08018802,FR2,313.8764882,-62.0811931,313.876481,-62.081227,19.9715,313.8764725,-62.08123285,0.38365546,3.9E+24,-21.67341289,0.003617119
J205532.6-562323,1,djs,0,37.80815605,22.43545867,60.74638905,313.8861111,-56.38971399,SINGLE,313.885732,-56.3897166,313.885646,-56.389756,22.3174,0,0,0,0,0,0.007852348
J205546.5-545632,0,"replaced by 313.944, -54.9439",0,0,0,0,0,0,NA,313.9437534,-54.942215,313.943727,-54.942236,17.0223,313.9437107,-54.94225108,0.13233827,8.42E+24,-22.01880734,0.173905379
J205549.1-582731,1,x-shape galaxy,46.76924552,100.5989284,68.67449079,24.99917388,313.9543617,-58.45918918,FR1,313.9544239,-58.4585987,313.954466,-58.458591,18.7944,313.954472,-58.4585948,0.2921918,5.63E+25,-22.16375985,0.190781921
J205552.8-492933,4,fr2,120,155.848,24.33,313.40067,313.9741435,-49.49319008,FR2,313.9700576,-49.4925454,313.970215,-49.493027,24.296,0,0,0,0,0,0.00348345
J205554.2-591324,1,djs,0,32.28790848,19.9965611,132.4700161,313.9751824,-59.22406153,SINGLE,313.975643,-59.2234264,313.9752,-59.22361,20.9473,313.9751944,-59.22361944,0.72434646,0,0,0.003257412
J205557.7-601310,0,error,0,0,0,0,0,0,NA,313.9902223,-60.2195265,313.990237,-60.219602,22.753,313.9902216,-60.21959503,0.9813976,4.09E+25,-21.35653098,0.030875869
J205558.3-552651,1,frx,29.12043956,56.96573935,33.26822964,16.96237032,313.9941272,-55.44604473,FRx,313.9927725,-55.4473798,313.992774,-55.447289,18.74,0,0,0,0,0,0.077423788
J205606.0-621840,4,fr2,38.8,75.7458,31.0573,123.690067,314.0247225,-62.31081253,FRx,314.0248678,-62.3110179,314.024875,-62.311016,18.2714,314.024856,-62.31102059,0.3940654,4.3E+25,-23.44181752,0.071257937
J205611.0-513528,4,fr2,57.4,89.7298,35.1833,116.763994,314.0428641,-51.59310168,FR2,314.0457161,-51.5910117,314.045738,-51.591106,20.9421,0,0,0,0,0,0.009986156
J205615.9-570256,1,fr2,34.05877273,60.00807823,29.09992888,41.00335938,314.0663639,-57.04926271,FR2,314.0661108,-57.0489118,314.065843,-57.049398,24.061,0,0,0,0,0,0.025953825
J205618.8-565205,3,"fr2, CD, hymors",58,78.78194936,21.39116566,114.8040831,314.0849676,-56.869514,FR2,314.0785244,-56.8681717,314.078788,-56.868259,22.8375,314.0788012,-56.86825059,0.9404889,2.84E+25,-21.15820405,0.003227836
J205619.4-524217,1,djs,0,41.36967799,27.11400076,56.84205922,314.0806475,-52.7045792,SINGLE,314.0808292,-52.7046968,314.080884,-52.704478,20.2595,314.0808729,-52.7044838,0.38623324,0,0,0.008013514
J205622.9-601808,3,fr2,36.3,56.232392,16.6459339,53.03972943,314.0941463,-60.3030667,FR2,314.0954266,-60.3022997,314.095431,-60.302314,21.1477,314.0954205,-60.30231493,0.7245188,1.52E+25,-22.15318452,0.003976382
J205619.4-513259,4,fr2,117,145.7694,37.5945,58.6713,314.0814199,-51.55084987,FR2,314.0806554,-51.549664,314.079806,-51.549561,24.1169,0,0,0,0,0,0.017091879
J205624.6-591724,4,djs,0,56.1865,26.6473,54.5543,314.1037509,-59.28954869,SINGLE,314.1025129,-59.2899537,0,0,0,0,0,0,0,0,0.0050913
J205626.2-500834,4,djs,0,48.5,16.1641,0,314.1091079,-50.14281986,SINGLE,314.1090234,-50.1426988,314.108986,-50.142679,20.7461,314.1089863,-50.14268347,0.60676515,0,0,0
J205630.5-630441,1,fr1,28.0713377,76.0776823,43.48292246,173.4957851,314.1282094,-63.0794361,FR1,314.1272817,-63.0780307,314.127449,-63.078015,17.6363,314.1274587,-63.07802504,0.22821726,1.04E+25,-22.71144874,0.063922711
J205615.0-482124,0,replaced by 2824,0,0,0,0,0,0,NA,314.0626603,-48.3567103,314.062723,-48.356676,19.0372,314.0627113,-48.3566847,0.33929724,1.63E+25,-22.29604255,0.054423852
J205634.2-533606,1,djs,0,57.76266983,36.08145773,54.69580351,314.1430824,-53.60212946,SINGLE,314.1425724,-53.6017426,314.142668,-53.601747,22.1962,314.1426668,-53.60173586,0.9457373,0,0,0.084754243
J205634.6-530945,4,djs,0,61.3541,26.5134,29.660742,314.1451196,-53.16191871,SINGLE,314.1440558,-53.1624007,314.144036,-53.162312,18.3578,314.14403,-53.16231938,0.30154246,2.27E+25,-22.67903804,0.072909672
J205640.3-522928,1,djs,0,47.76034995,29.86638709,5.55197896,314.1681177,-52.49063638,SINGLE,314.1678481,-52.4911116,314.167905,-52.49097,22.8877,0,0,0,0,0,0.013865866
J205644.0-532732,3,"fr2, CD, hymors",23.7,40.50882763,16.12803721,40.00691514,314.1839944,-53.4587217,FR2,314.1833375,-53.4587911,314.183046,-53.458896,22.482,314.1830236,-53.45889296,0.85705245,1.45E+25,-21.26568269,0.002164852
J205646.3-534810,3,fr2,40,53.01433009,12.07653151,58.9638539,314.1932537,-53.80277343,FR2,314.1928565,-53.8026911,314.192676,-53.802454,17.4774,0,0,0,0,0,0.000714695
J205648.1-492904,1,frx,22.8035085,48.50913851,20.07661915,125.5650573,314.20185,-49.48530425,FRx,314.2005073,-49.4844148,314.200381,-49.484298,22.7266,0,0,0,0,0,0.005336862
J205649.1-551406,3,fr2,40,61.38175142,20.10101858,131.4959438,314.2066746,-55.23616332,FR2,314.2044127,-55.2351347,314.204529,-55.235337,20.8086,314.2045158,-55.23532918,0.688199,2.06E+25,-22.35606927,0.007041763
J205652.3-595228,4,"fr2, CD, hymors",50,96.2188,29.7981,143.16847,314.2229059,-59.87885164,FRx,314.2178623,-59.8744247,314.217999,-59.874403,20.1579,314.2179924,-59.87440817,0.43054938,0,0,0.001351413
J205658.6-484524,4,DDRG,126,159.5828,39.627,28.33371,314.246554,-48.76062875,FR2,314.2443154,-48.7567818,0,0,0,0,0,0,0,0,0.01955432
J205657.5-620523,4,djs,0,51.9679,18.313,93.426768,314.2411063,-62.08995342,SINGLE,314.2396171,-62.0895856,314.239849,-62.089748,19.9352,314.2398311,-62.08975431,0.57343304,0,0,0.00208557
J205704.0-605807,1,frx,34.23448554,71.57700634,35.73723837,174.8323187,314.2674515,-60.96730976,FRx,314.2664766,-60.9684728,314.266402,-60.968479,18.326,0,0,0,0,0,0.118047889
J205706.3-622713,1,fr2,50.99019514,79.23383958,30.66579971,167.6413385,314.2761776,-62.45498915,FR2,314.2760609,-62.4536735,314.275695,-62.45375,24.026,0,0,0,0,0,0.041744543
J205714.0-481420,0,out of field,0,0,0,0,0,0,NA,314.3082477,-48.2388754,0,0,0,0,0,0,0,0,-1
J205725.8-521812,4,frx,22,63.1578,34.153,125.331333,314.3603908,-52.30394993,FR1,314.3576293,-52.3032377,314.357578,-52.302983,19.5754,0,0,0,0,0,0.156340691
J205728.5-491644,1,fr2,66.57326791,89.33464803,35.72393054,30.66011364,314.3676599,-49.27781771,FR2,314.3686113,-49.2787733,314.368522,-49.278754,26.2753,0,0,0,0,0,0.013647563
J205734.5-590538,4,fr2,138,186.0995,38.6047,124.115105,314.3989162,-59.09609951,FR2,314.3937696,-59.0937883,314.394246,-59.093392,23.0025,314.3941933,-59.09339255,1.0957285,2.39E+26,-21.40191881,0.023641908
J205729.9-523843,1,frx,32.984845,67.98776246,40.03402667,94.33663647,314.376074,-52.64605102,FRx,314.3746987,-52.6453118,314.374668,-52.645353,20.6699,314.3746611,-52.64535024,0.7036808,8.29E+25,-22.55365417,0.029861774
J205733.2-602934,4,"fr2, CD",62.5,86.1191,28.9268,110.323137,314.3907869,-60.4938242,FR2,314.3881762,-60.4928521,314.388267,-60.492845,19.7321,314.3882652,-60.49285022,0.45232463,0,0,0.000716457
J205734.4-532333,4,"fr2, bt",95.7,136.2308,44.0862,321.01843,314.403963,-53.39744842,FR2,314.3932472,-53.3925681,314.393274,-53.392566,20.3041,0,0,0,0,0,0.013021683
J205735.9-505313,4,fr2,82.6,116.9013,39.2504,13.799485,314.400202,-50.88466581,FR2,314.3994975,-50.8869365,314.399241,-50.886918,23.2438,0,0,0,0,0,0.088640082
J205737.3-515913,1,djs,0,46.26310454,29.77687983,146.502571,314.4072391,-51.9875953,SINGLE,314.4055893,-51.9868986,314.405458,-51.986864,17.5752,314.4054306,-51.98685353,0.2488905,0,0,0.017689891
J205737.2-552454,1,djs,0,32.36364263,24.50211677,6.407510063,314.4054141,-55.41452722,SINGLE,314.4049221,-55.4149425,314.404971,-55.414859,20.5006,0,0,0,0,0,0.006585522
J205737.6-571559,1,fr2,21.63330765,38.91684254,21.85915154,35.01428143,314.4061414,-57.26582133,FRx,314.4066892,-57.2662977,314.406426,-57.266118,23.6584,0,0,0,0,0,0.003315255
J205741.9-551450,4,fr2,22.6,45.0391,21.2809,335.7387,314.4259734,-55.24703421,FRx,314.4247897,-55.2472583,314.424603,-55.247235,19.7581,314.4246125,-55.24724104,0.45579618,1.78E+24,-22.32881472,0.000286276
J205746.3-481552,0,out of field,0,0,0,0,0,0,NA,314.4430181,-48.2645753,314.443129,-48.264345,23.0198,314.4417382,-48.26679606,0,0,0,-1
J205746.5-612701,1,fr2,22,39.87320021,21.67349892,89.14603995,314.4436186,-61.45042561,FRx,314.4438346,-61.4504099,314.444012,-61.450832,26.5439,0,0,0,0,0,0.005064476
J205755.3-592310,4,djs,0,40.0905,16.3319,118.61046,314.4789376,-59.38584497,SINGLE,314.4802814,-59.3860284,314.48045,-59.386012,23.1789,0,0,0,0,0,0.00209955
J205759.1-492556,4,"fr2, CD",56.8,78.6103,24.909,300.0049,314.4924906,-49.43259794,FR2,314.4960708,-49.4323333,314.496236,-49.432678,19.6873,314.4962418,-49.43268616,0.3855816,7.8E+23,-21.97037924,0.0000816
J205803.2-491408,1,fr2,42.19004622,68.68060775,20.86660942,86.43939094,314.5133318,-49.23552572,FR2,314.5131519,-49.2355306,314.513343,-49.23593,22.3898,314.5133619,-49.2359431,1.0371634,4.33E+25,-21.86758561,0.003803921
J205807.2-583528,4,djs,0,49.4923,15.3431,46.97495,314.5291299,-58.59208831,SINGLE,314.5300232,-58.5911948,314.530045,-58.591206,18.5246,314.5300425,-58.59121523,0.3463717,0,0,0.000260846
J205808.0-512048,4,"fr2, CD, hymors",25.5,54.4446,20.7904,339.82935,314.5331241,-51.34756007,FRx,314.5331573,-51.3466464,314.533173,-51.346732,21.5941,314.5331729,-51.34672153,0.8067455,9.62E+24,-21.99240819,0.000864641
J205810.4-483749,0,"replaced by new ID with GRG 314.543, -48.6309",0,105.4266,26.0253,111.476791,314.5436483,-48.6304575,NA,314.5432524,-48.6302914,314.543237,-48.630273,12.3469,314.5431976,-48.63028599,0.013843471,4.76E+22,-21.61457685,0.141923603
J205814.4-514221,4,fr2,40,68.2889,20.4297,310.4427,314.5580844,-51.70522287,FR2,314.5598454,-51.7057943,314.559898,-51.705797,19.5615,0,0,0,0,0,0.00503933
J205814.8-581015,3,fr2,23.5,38.89331314,12.75441396,84.58897817,314.5618515,-58.17070441,FR2,314.5617843,-58.1708644,314.561411,-58.171023,25.6522,0,0,0,0,0,0.001031911
J205814.9-542837,1,djs,0,35.57814743,17.35861768,89.1090815,314.5621197,-54.47710378,SINGLE,314.5622506,-54.4770193,314.562258,-54.476966,22.8537,314.5622311,-54.47689916,0.38405323,0,0,0.003028351
J205823.4-615408,4,djs,0,46.8963,25.092,341.99585,314.5975589,-61.90169486,SINGLE,314.5975288,-61.9022258,314.597529,-61.902229,20.165,0,0,0,0,0,0.009188846
J205825.2-490522,1,fr1,41.23105626,91.3887603,38.5148465,140.3333116,314.6055656,-49.09014408,FR1,314.6049945,-49.0893546,314.604893,-49.089371,18.1791,0,0,0,0,0,0.818154921
J205825.3-542247,1,djs,0,30.88072266,15.7434037,101.9894055,314.6057301,-54.37970762,SINGLE,314.605606,-54.3796922,314.605579,-54.379829,20.2415,0,0,0,0,0,0.00205324
J205826.0-555022,4,djs,0,71.5765,25.0052,120.141386,314.6097948,-55.83877784,SINGLE,314.6082727,-55.8395606,314.608299,-55.839561,17.486,0,0,0,0,0,0.003036281
J205827.7-525206,1,frx,20,41.30134078,22.82126241,174.0324371,314.6146714,-52.86775563,FRx,314.6154489,-52.8682457,314.615357,-52.867975,24.1204,0,0,0,0,0,0.00524835
J205829.0-621018,1,fr1,22.627417,56.42029109,35.0086199,52.49361511,314.6211386,-62.17143751,FR1,314.6208652,-62.1715872,314.620676,-62.171432,22.0568,314.6206958,-62.17142705,1.1204563,1.48E+27,-22.40736851,0.164937355
J205832.8-490248,0,complex - unclear lobe to SE,0,0,0,0,0,0,NA,314.636612,-49.0465332,314.636639,-49.046569,18.053,314.6366367,-49.04656982,0.26258332,0,0,0.141821761
J205833.5-623110,4,fr2,120,143.7232,37.9978,9.211026,314.6433197,-62.52246115,FR2,314.639378,-62.519418,314.639733,-62.519724,16.7583,0,0,0,0,0,0.000317274
J205834.2-545609,4,fr2,86.2,124.19,37.846,41.63354,314.6403873,-54.93749716,FR2,314.6425441,-54.9359004,314.642299,-54.935954,23.2166,0,0,0,0,0,0.122714464
J205836.5-565518,4,fr2,93.3,116.4791,27.5303,112.619865,314.6478164,-56.92107505,FR2,314.6519168,-56.9216579,314.652283,-56.921573,20.5398,0,0,0,0,0,0.001317645
J205839.3-540943,0,complex group,0,0,0,0,0,0,NA,314.6638974,-54.1619812,314.66365,-54.162124,20.3724,0,0,0,0,0,0.036152107
J205839.9-511124,1,fr1,22.627417,59.47477206,32.44758859,128.8101866,314.6654479,-51.19080117,FR1,314.6660791,-51.1901386,314.665897,-51.190233,19.829,314.6658976,-51.19023466,0.50677145,4.35E+25,-22.53259938,0.038354025
J205847.7-552226,4,djs,0,71.5781,23.8594,0,314.6990358,-55.37473439,SINGLE,314.6987869,-55.3739344,314.698802,-55.373911,17.599,314.6987924,-55.37390371,0.23566568,0,0,0.002093065
J205848.1-555648,1,djs,0,48.82626237,22.76445734,138.2735245,314.7027951,-55.94784344,SINGLE,314.7004718,-55.9467073,314.700519,-55.946762,20.317,314.6956201,-55.94706721,0,0,0,0.008522502
J205848.8-573612,0,ORC2!,0,0,0,0,0,0,NA,314.7033683,-57.6033863,314.703321,-57.603379,18.9471,314.703312,-57.60338084,0.32832226,3.59E+24,-22.30324514,0.0000562
J205849.8-533226,1,fr2,63.15061362,91.10229951,29.83547363,10.78277601,314.7057737,-53.54313467,FR2,314.707689,-53.5405147,314.707646,-53.540729,24.0686,0,0,0,0,0,0.014323655
J205849.7-572253,1,fr2,108.0740487,125.9730404,20.28355998,141.6784819,314.6990171,-57.37600926,FR2,314.7071928,-57.3813823,314.707275,-57.381352,15.9273,0,0,0,0,0,0.003438958
J205852.8-532503,1,fr2,26.07680962,95.51221165,40.44883259,38.09121315,314.7122364,-53.42352262,FR1,314.7201007,-53.4176199,314.719268,-53.417685,19.1774,314.7192553,-53.41768786,0.37302968,3.75E+24,-22.39600406,0.006283452
J205855.1-523212,4,frx,27.7,81.4854,35.3777,122.86868,314.7300805,-52.53529461,FR1,314.729728,-52.5366189,314.72972,-52.53663,21.6903,314.7297236,-52.53662442,0.76276916,2.44E+26,-21.74713737,0.074370431
J205859.0-500315,1,djs,0,49.2766585,27.26331618,108.2671537,314.7438737,-50.05451118,SINGLE,314.74591,-50.0541747,314.745975,-50.054214,18.9901,314.7459667,-50.05421834,0.34164134,0,0,0.007945377
J205900.6-580903,0,complex,0,0,0,0,0,0,NA,314.7523058,-58.1507352,314.752278,-58.150744,18.972,0,0,0,0,0,0.006319918
J205900.8-584738,1,fr2,33.10589071,74.56442747,35.19688792,163.1182479,314.7536216,-58.79259771,FR1,314.75331,-58.7937951,314.753388,-58.793902,20.1431,314.7533778,-58.79390464,0.4322505,0,0,0.011662015
J205905.3-550235,1,fr2,54.58937626,79.49742191,24.63864043,27.06984287,314.7715643,-55.04330384,FR2,314.771992,-55.0431847,314.771994,-55.043195,17.2122,314.7720154,-55.04320069,0.23335114,2.29E+24,-23.19001462,0.011782403
J205907.5-623537,3,djs,0,67.25641029,35.12944124,92.41424674,314.783457,-62.59397186,SINGLE,314.7813853,-62.5936761,314.781398,-62.593675,19.8593,314.7814031,-62.59368105,0.50646806,5.38E+25,-22.5007422,0.045494633
J205909.6-582646,4,bt,33.6,47.3047,39.4922,0,314.784349,-58.45055349,FR2,314.7898698,-58.4461862,314.789978,-58.446354,20.6638,314.7899765,-58.44635994,0.5661567,3.94E+24,-21.98696572,0.003243246
J205911.5-485408,1,fr2,35.77708764,63.82087898,27.20336042,151.6707698,314.7998127,-48.90305552,FR2,314.7979832,-48.9021126,314.798047,-48.902202,20.9162,0,0,0,0,0,0.01946344
J205914.2-491532,1,frx,24.08318916,43.66288719,17.40184105,92.48332208,314.8083044,-49.25938145,FRx,314.8091482,-49.258942,314.809188,-49.259077,21.8549,314.8091807,-49.25907154,0.84757,1.58E+25,-21.86311771,0.002646029
J205918.9-494755,4,fr2,41.8,64.5014,26.3287,45,314.8305766,-49.79782879,FR2,314.82869,-49.7986416,314.828675,-49.798558,20.2326,314.828675,-49.79855096,0.44515285,5.12E+24,-21.79337048,0.006627339
J205921.6-601011,1,fr1,24.41311123,55.93160013,36.42012558,125.1828209,314.8406621,-60.16978176,FR1,314.840021,-60.1698187,314.840518,-60.170276,24.625,314.8388275,-60.16977826,0,0,0,0.057605055
J205922.9-564348,1,fr1,24.73863375,61.68859183,34.70051959,100.3693427,314.8474083,-56.72987746,FR1,314.8453639,-56.7299203,314.845894,-56.72969,22.3036,0,0,0,0,0,0.164670155
J205923.5-552805,3,"CD, hymors",22.4,47.44784684,24.63876342,95.71366928,314.8457782,-55.46773143,FRx,314.8481169,-55.4680221,314.848217,-55.46805,20.7524,314.8481942,-55.46804357,0.6851382,0,0,0.011717916
J205927.8-573431,4,fr2,112,128.3447,32.1298,113.878084,314.8660384,-57.57446106,FR2,314.8656533,-57.5752418,314.865928,-57.575324,23.4014,0,0,0,0,0,0.027120397
J205930.5-615252,1,djs,0,31.79129478,22.33273942,33.59812578,314.8771378,-61.88093036,SINGLE,314.8768938,-61.8810119,314.876941,-61.881007,21.9702,314.8769365,-61.88100903,0.77773976,0,0,0.007258731
J205932.6-610627,1,frx,27.20294102,55.35643702,30.36036788,104.0301112,314.8876152,-61.10763906,FRx,314.8859916,-61.1076308,314.885986,-61.107859,25.4231,0,0,0,0,0,0.05426771
J205935.7-484451,4,djs,0,47.7188,39.0781,0,314.895133,-48.74856278,SINGLE,314.8987367,-48.7474515,314.89868,-48.74742,19.416,314.8986771,-48.74742943,0.3892099,3.85E+24,-22.26556829,0.005639978
J205934.8-615700,4,fr2,53.4,71.1663,20.5689,322.38065,314.8911799,-61.94859668,FR2,314.8948441,-61.9501329,314.894862,-61.9501,21.8132,314.8948694,-61.9501071,0.84155554,8.73E+24,-21.88583432,0.000116229
J205942.5-532934,4,djs,0,46.8984,18.5078,0,314.9274893,-53.49401377,SINGLE,314.927253,-53.4926412,314.927235,-53.492631,19.3754,314.9252211,-53.49401742,0,0,0,0.0000224
J205942.7-623835,1,frx,26.07680962,50.48251152,29.27807095,60.12722094,314.9264333,-62.64276512,FRx,314.9281223,-62.6430661,314.928098,-62.642655,25.3752,0,0,0,0,0,0.03568596
J205950.8-574355,0,error,0,0,0,0,0,0,NA,314.961771,-57.7319366,314.961824,-57.731976,19.8664,0,0,0,0,0,0.008901241
J205951.0-612350,1,fr2,27.78488798,44.46103773,16.38556964,32.09416289,314.9610434,-61.39796668,FR2,314.9624635,-61.3972326,314.962097,-61.396863,25.8666,314.9652611,-61.39762372,0,0,0,0.002349176
J205952.1-595143,4,frx,16.6,36.6102,18.0952,354.6233,314.9664719,-59.86225079,FRx,314.9671915,-59.8619652,314.967184,-59.862025,21.9927,314.967189,-59.86201856,0.8117853,3.11E+25,-21.61038778,0.007948891
J205952.4-484348,4,fr2,75.8,110.9839,32.734,324.2132,314.9692313,-48.73077233,FR2,314.9683009,-48.7299372,314.968304,-48.730063,23.7443,0,0,0,0,0,0.008755607
J205956.0-600256,4,fr2,180,224.1557,32.9286,320.05817,314.9874064,-60.05006708,FR2,314.9833913,-60.0487799,314.983352,-60.049015,21.9393,314.9833543,-60.04901181,0.9393458,8.65E+25,-22.053154,0.137603497
J205955.8-613945,1,frx,24.73863375,53.18913401,23.12009207,73.02518411,314.983766,-61.66197559,FRx,314.982593,-61.6624877,314.982762,-61.662513,24.31,0,0,0,0,0,0.010538901
J210000.0-594908,0,error,0,0,0,0,0,0,NA,314.9997109,-59.8188459,314.999659,-59.818787,20.5327,314.9996667,-59.81879498,0.6488099,2.47E+26,-22.47625956,0.121926907
J210001.7-574807,1,fr2,40.65342649,65.99031888,24.03736186,70.55069521,315.0103711,-57.80106773,FR2,315.0068833,-57.8019478,315.007219,-57.802012,18.0401,315.0072333,-57.80201789,0.2424963,1.94E+24,-22.45645652,0.008889059
J210004.6-604102,1,fr2,0,38.92426316,27.20517206,101.2769451,315.0199997,-60.68375047,SINGLE,315.0192237,-60.6838903,315.018381,-60.68421,20.2955,315.0148864,-60.6840645,0,0,0,0.023778122
J210008.5-611547,1,djs,0,35.29823369,27.47284331,157.7031247,315.0344052,-61.26349229,SINGLE,315.0353426,-61.2629985,315.035591,-61.26299,20.5564,315.0334515,-61.26235714,0,0,0,0.012560951
J210008.1-520133,4,fr2,45.6,63.7578,15.6328,90,315.0366591,-52.0255686,FR2,315.0338631,-52.0258117,315.03385,-52.025828,17.5449,0,0,0,0,0,0.000259047
J210009.0-601417,4,djs,0,55.5352,16.4532,122.005383,315.0354774,-60.2372323,SINGLE,315.0374392,-60.2379972,315.037466,-60.237991,19.292,315.037471,-60.23799842,0.44765773,2.07E+24,-22.74843433,0.001492652
J210013.6-551611,4,bt,114,163.3102,58.7895,80.41705,315.058239,-55.26376636,FR2,315.056606,-55.2696095,315.056684,-55.269521,17.7878,315.0566797,-55.26952286,0.22852607,2.37E+24,-22.56325672,0.020175357
J210012.6-482819,1,fr2,37.57658846,61.19926921,30.84783735,62.88854437,315.0542343,-48.47148195,FR2,315.0526256,-48.4719377,315.052884,-48.472043,24.0794,315.0514084,-48.47142362,0,0,0,0.009356477
J210018.7-503538,1,BT,54.03702434,79.51195569,40.64817152,179.6275001,315.0834176,-50.59285536,FR2,315.0777831,-50.5937923,315.077798,-50.593816,18.0128,315.0777526,-50.59382701,0.32210162,4.77E+24,-23.18941882,0.010331235
